uid,id,type,codeCPV,acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant,dateNotification,procedure,dureeMois,offresRecues,acheteur_departement_code,titulaire_departement_code,acheteur_region_code,titulaire_region_code
212801641000112024202419,2024202419,Travaux,45210000,21280164100011,COMMUNE DE FRESNAY L EVEQUE (MAIRIE),30660793800033,SOMUP BATIMENT,79517.58,2024-12-30,Procédure adaptée,3.0,2,28,28,24.0,24.0
2137024750001220252025SKATE1,20252025SKATE1,Travaux,45212221,21370247500012,COMMUNE DE SEPMES (MAIRIE),34930618300014,MERLOT,45500.0,2024-12-30,Marché passé sans publicité ni mise en concurrence préalable,6.0,1,37,37,24.0,24.0
214301103000132024-0005,2024-0005,Travaux,45212100,21430110300013,COMMUNE DE LAMOTHE (MAIRIE),33321132400020,SOCIETE D'EXPLOITATION DE CONSTRUCTION MISSONNIER,115216.39,2024-12-30,Procédure adaptée,9.0,5,43,43,84.0,84.0
215401597000122024-0122,2024-0122,Travaux,45212224,21540159700012,COMMUNE DE DOMBASLE SUR MEURTHE (MAIRIE),31778114400041,POLYTAN FRANCE,711246.4,2024-12-30,Procédure adaptée,4.0,3,54,80,44.0,32.0
215401597000122024-0122,2024-0122,Travaux,45212224,21540159700012,COMMUNE DE DOMBASLE SUR MEURTHE (MAIRIE),32933888302860,COLAS FRANCE (ETABLISSEMENT VALANTIN),711246.4,2024-12-30,Procédure adaptée,4.0,3,54,54,44.0,44.0
215401597000122024-0123,2024-0123,Travaux,45212224,21540159700012,COMMUNE DE DOMBASLE SUR MEURTHE (MAIRIE),32933888302860,COLAS FRANCE (ETABLISSEMENT VALANTIN),194944.6,2024-12-30,Procédure adaptée,3.0,4,54,54,44.0,44.0
21660136900012202416,202416,Travaux,45210000,21660136900012,COMMUNE DE PERPIGNAN (MAIRIE),54210780003117,OTIS,48615.0,2024-12-30,Procédure adaptée,20.0,2,66,92,76.0,11.0
21690054800019l,l,Travaux,45210000,21690054800019,COMMUNE DE CHENELETTE (MAIRIE),95372000000017,LESPINASSE ENERGIES,45371.94,2024-12-30,Procédure adaptée,5.0,4,69,42,84.0,84.0
21690054800019lo,lo,Travaux,45210000,21690054800019,COMMUNE DE CHENELETTE (MAIRIE),48010386000023,BERTHELIER ROGER,14914.4,2024-12-30,Procédure adaptée,5.0,6,69,69,84.0,84.0
21690054800019lot,lot,Travaux,45210000,21690054800019,COMMUNE DE CHENELETTE (MAIRIE),95372000000017,LESPINASSE ENERGIES,45371.94,2024-12-30,Procédure adaptée,5.0,4,69,42,84.0,84.0
216902791000132024-005,2024-005,Travaux,45212221,21690279100013,COMMUNE DE JONAGE (MAIRIE),48754160900045,ENTREPRISE JEAN LEFEBVRE RHONE ALPES,96136.6,2024-12-30,Appel d'offres restreint,4.0,2,69,38,84.0,84.0
216902791000132024-005,2024-005,Travaux,45212221,21690279100013,COMMUNE DE JONAGE (MAIRIE),85135754100032,LA FABRIQUE DU SPORT,96136.6,2024-12-30,Appel d'offres restreint,4.0,2,69,69,84.0,84.0
2172034470001620241-16,20241-16,Travaux,45212331,21720344700016,COMMUNE DE SPAY (MAIRIE),79754948200025,ES BPC ELECTRICITE,86060.11,2024-12-30,Procédure adaptée,14.0,1,72,72,52.0,52.0
21740252800012202401LOT11,202401LOT11,Travaux,45210000,21740252800012,COMMUNE DE SAINT SIGISMOND (MAIRIE),31576671700047,RUBIN SAS (RUBIN),76392.41,2024-12-30,Procédure adaptée,13.0,2,74,74,84.0,84.0
218500882000122024CLUBHOUL01,2024CLUBHOUL01,Travaux,45210000,21850088200012,COMMUNE DU FENOUILLER (MAIRIE),48290908200034,MACONNERIE PAJOT,40000.0,2024-12-30,Procédure adaptée,6.0,4,85,85,52.0,52.0
218500882000122024CLUBHOUL02,2024CLUBHOUL02,Travaux,45210000,21850088200012,COMMUNE DU FENOUILLER (MAIRIE),30200026000018,ETS CHARRIER,42000.0,2024-12-30,Procédure adaptée,6.0,3,85,85,52.0,52.0
2185017810001520242024-00213,20242024-00213,Travaux,45210000,21850178100015,COMMUNE DU POIRE-SUR-VIE (MAIRIE),51887986100020,S N G E OUEST,141646.87,2024-12-30,Procédure adaptée,26.0,3,85,85,52.0,52.0
220100010000102022145N0,2022145N0,Travaux,45210000,22010001000010,DEPARTEMENT DE L AIN,41902737000016,METALLERIE CONCEPT,55029.53,2024-12-30,Procédure adaptée,11.0,1,01,01,84.0,84.0
244500419000192024POLSANTF12,2024POLSANTF12,Travaux,45215100,24450041900019,COMMUNAUTE DE COMMUNES DES QUATRE VALLEES,57206414500145,UNION TECHNIQUE DU BATIMENT,201708.6,2024-12-30,Procédure adaptée,25.0,3,45,93,24.0,11.0
244500419000192024POLSANTF3,2024POLSANTF3,Travaux,45215100,24450041900019,COMMUNAUTE DE COMMUNES DES QUATRE VALLEES,30500706400044,MALET COUVERTURE,167266.77,2024-12-30,Procédure adaptée,25.0,2,45,45,24.0,24.0
244500419000192024POLSANTF5,2024POLSANTF5,Travaux,45215100,24450041900019,COMMUNAUTE DE COMMUNES DES QUATRE VALLEES,49199027100034,SARL BETHOUL LB (MICHEL BETHOUL),198000.0,2024-12-30,Procédure adaptée,25.0,2,45,45,24.0,24.0
378072144000902023,2023,Travaux,45210000,37807214400090,OFFICE PUBLIC DE L'HABITAT DU NORD,82872001100042,BANCEL RENOVATIONS,407634.0,2024-12-30,Procédure adaptée,16.0,1,59,62,32.0,32.0
4951761580001420231,20231,Travaux,45216110,49517615800014,OFFICE PUBLIC DE L'HABITAT DE L'ORNE (ORNE HABITAT),79132290200010,SAPP,1766813.83,2024-12-30,Appel d'offres ouvert,24.0,1,61,94,28.0,11.0
616820205001542024-735,2024-735,Travaux,45211000,61682020500154,FLANDRE OPALE HABITAT SOCIETE ANONYME D HABITATION A LOYER MODERE,84846394900018,MAXIGROUPE,2449000.0,2024-12-30,Appel d'offres ouvert,28.0,4,59,62,32.0,32.0
616820205001542024-801,2024-801,Travaux,45211000,61682020500154,FLANDRE OPALE HABITAT SOCIETE ANONYME D HABITATION A LOYER MODERE,49373802500011,SARL WALLYN,925000.0,2024-12-30,Procédure adaptée,16.0,1,59,59,32.0,32.0
172101206000162612334,2612334,Travaux,45210000,17210120600016,DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES DIJON - GRAND-CENTRE,34106498800023,ENTREPRISE DE CHARPENTE PELTIER,58000.0,2024-12-27,Marché passé sans publicité ni mise en concurrence préalable,25.0,1,21,28,27.0,24.0
20006787400012202222132,202222132,Travaux,45214200,20006787400012,CA DE HAGUENAU,32004819200027,THIERRY MULLER (ESPACE VERT/JARDINS RIETSCH),238332.9,2024-12-27,Appel d'offres ouvert,22.0,4,67,67,44.0,44.0
2109033240001520242024001RBA,20242024001RBA,Travaux,45210000,21090332400015,COMMUNE DE VERNIOLLE (MAIRIE),94957064200015,KAIROS,67000.0,2024-12-27,Procédure adaptée,7.0,3,09,82,76.0,76.0
21260347600012202414,202414,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),89820850900031,SN LAGUT,73539.32,2024-12-27,Procédure adaptée,8.0,2,26,26,84.0,84.0
21260347600012202418,202418,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),43989823000016,MENUISERIE CHAUTANT,104875.85,2024-12-27,Procédure adaptée,8.0,3,26,26,84.0,84.0
21260347600012202419,202419,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),42057433700028,THEROND PLAFOND,111915.55,2024-12-27,Procédure adaptée,8.0,8,26,26,84.0,84.0
21260347600012202421,202421,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),81897509600020,ADM METAL (ATOUT FER),54409.19,2024-12-27,Procédure adaptée,8.0,4,26,26,84.0,84.0
21260347600012202422,202422,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),32338865200014,ELECTRICITE MARGIRIER,74409.67,2024-12-27,Procédure adaptée,8.0,4,26,26,84.0,84.0
21260347600012202423,202423,Travaux,45214210,21260347600012,COMMUNE DE TAIN L HERMITAGE (MAIRIE),81448540500033,M.P.C.C,196672.28,2024-12-27,Procédure adaptée,8.0,3,26,26,84.0,84.0
216205872000152024TRA3800,2024TRA3800,Travaux,45215400,21620587200015,COMMUNE DE MONTIGNY EN GOHELLE (MAIRIE),39500365000045,MEGAROC DIFFUSION (LA BOTTE FLEURIE POMPES FUNEBRES),73751.02,2024-12-27,Marché passé sans publicité ni mise en concurrence préalable,4.0,1,62,62,32.0,32.0
21720132600014202411_-_LOT_2,202411_-_LOT_2,Travaux,45212000,21720132600014,COMMUNE DE LA FERTE BERNARD (MAIRIE),30909703800025,LE BATIMANS,169750.0,2024-12-27,Procédure adaptée,12.0,2,72,72,52.0,52.0
21770350300193242,242,Travaux,45212200,21770350300193,COMMUNE OZOIR LA FERRIERE (MAIRIE),31778114400041,POLYTAN FRANCE,423921.98,2024-12-27,Procédure adaptée,12.0,4,77,80,11.0,32.0
21830129900010202323058,202323058,Travaux,45214200,21830129900010,COMMUNE DE SIX FOURS LES PLAGES (MAIRIE),30460120600036,MEDITERRANEE ENVIRONNEMENT,379485.61,2024-12-27,Appel d'offres ouvert,21.0,3,83,83,93.0,93.0
399898345000182023,2023,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,50302430900034,GIRAUDIER BOIS CREATION,422642.0,2024-12-27,Procédure adaptée,9.0,3,69,42,84.0,84.0
39989834500018202301220,202301220,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,49835546000011,HARRAULT MACONNERIE,194493.34,2024-12-27,Procédure adaptée,6.0,2,69,42,84.0,84.0
3998983450001820230122001,20230122001,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,49835546000011,HARRAULT MACONNERIE,194493.34,2024-12-27,Procédure adaptée,6.0,2,69,42,84.0,84.0
39989834500018202306,202306,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,50302430900034,GIRAUDIER BOIS CREATION,422642.0,2024-12-27,Procédure adaptée,9.0,3,69,42,84.0,84.0
39989834500018202306,202306,Travaux,45210000,39989834500018,GRANDLYON HABITAT - OFFICE PUBLIC DE L'HABITAT,96550399800084,ETABLISSEMENTS ROCHE ET COMPAGNIE (SECOYA),422642.0,2024-12-27,Procédure adaptée,9.0,7,69,69,84.0,84.0
458204963000292024-136,2024-136,Travaux,45211000,45820496300029,DOMOFRANCE,79359091000014,SAUVANET TP (SARL SAUVANET),327823.0,2024-12-27,Procédure adaptée,20.0,5,33,47,75.0,75.0
458204963000292024-136,2024-136,Travaux,45211000,45820496300029,DOMOFRANCE,02682004300086,PROCIBA,25933.0,2024-12-27,Procédure adaptée,20.0,1,33,47,75.0,75.0
458204963000292024-76-10,2024-76-10,Travaux,45211000,45820496300029,DOMOFRANCE,32591911600013,ALBERT,210809.0,2024-12-27,Procédure adaptée,16.0,6,33,17,75.0,75.0
200040566000162024M04,2024M04,Travaux,45213230,20004056600016,COMMUNAUTE DE L'OUEST RHODANIEN,68378012600051,ENTREPRISE D'ELECTRICITE DUBOST-RECORBET,102000.0,2024-12-26,Procédure adaptée,20.0,4,69,69,84.0,84.0
200049211000102024P0006LOT01,2024P0006LOT01,Travaux,45211350,20004921100010,CC CONFLENT-CANIGO,41028242000034,PIMENTEL  B T P,52000.0,2024-12-26,Procédure adaptée,22.0,3,66,66,76.0,76.0
200049211000102024P0006LOT03,2024P0006LOT03,Travaux,45210000,20004921100010,CC CONFLENT-CANIGO,41028242000034,PIMENTEL  B T P,1176669.55,2024-12-26,Procédure adaptée,22.0,2,66,66,76.0,76.0
2106015220017520242201,20242201,Travaux,45214200,21060152200175,COMMUNE DE VALBONNE (MAIRIE),53863845300018,"ABB CONSTRUCTION, SA",1930825.13,2024-12-26,Appel d'offres ouvert,24.0,3,06,06,93.0,93.0
21270469600013202121007,202121007,Travaux,45212300,21270469600013,COMMUNE DE PONT DE L ARCHE (MAIRIE),78853209100014,BRAY CM,222889.82,2024-12-26,Procédure adaptée,15.0,6,27,76,28.0,28.0
213300635000172024E005,2024E005,Travaux,45214200,21330063500017,COMMUNE DE BORDEAUX (MAIRIE),49043251500024,COMPAGNIE D'ENERGIE EN AQUITAINE,670000.0,2024-12-26,Procédure adaptée,13.0,2,33,33,75.0,75.0
21380314100018202323T931707A,202323T931707A,Travaux,45210000,21380314100018,COMMUNE DE PONTCHARRA (MAIRIE),45235898900021,MEANDRE CREATION (MEANDRE OGGI),767314.17,2024-12-26,Appel d'offres ouvert,20.0,2,38,38,84.0,84.0
21770350300193241,241,Travaux,45212200,21770350300193,COMMUNE OZOIR LA FERRIERE (MAIRIE),44826187500026,ROUTIERE VALLEE MARNE (EN ABREGE R.V.M.),860000.0,2024-12-26,Procédure adaptée,12.0,2,77,02,11.0,32.0
217703503001932423,2423,Travaux,45212200,21770350300193,COMMUNE OZOIR LA FERRIERE (MAIRIE),34432740800029,PYRAMIDE,127108.5,2024-12-26,Procédure adaptée,12.0,1,77,91,11.0,11.0
21830129900010202323057,202323057,Travaux,45214200,21830129900010,COMMUNE DE SIX FOURS LES PLAGES (MAIRIE),37818472500059,VALENGUY PROVENCE,211921.18,2024-12-26,Appel d'offres ouvert,21.0,3,83,83,93.0,93.0
2785000120018400346,00346,Travaux,45211200,27850001200184,OFFICE PUBLIC DE L HABITAT DE VENDEE,44776531400029,CORBE CLIMATIQUE,20021.18,2024-12-26,Appel d'offres ouvert,38.0,13,85,85,52.0,52.0
403040850000142024S,2024S,Travaux,45211000,40304085000014,SARTHE HABITAT,40951638200028,LA MANCELLE DE BATIMENT TRAVAUX PUBLICS,425000.0,2024-12-26,Procédure adaptée,16.0,2,72,72,52.0,52.0
403040850000142024SH2,2024SH2,Travaux,45211000,40304085000014,SARTHE HABITAT,40951638200028,LA MANCELLE DE BATIMENT TRAVAUX PUBLICS,425000.0,2024-12-26,Procédure adaptée,16.0,2,72,72,52.0,52.0
403040850000142024sh2,2024sh2,Travaux,45211000,40304085000014,SARTHE HABITAT,87769777100013,LE GARAGE PREFABRIQUE,38720.0,2024-12-26,Procédure adaptée,16.0,1,72,94,52.0,11.0
692041585005832022-049-00,2022-049-00,Travaux,45212314,69204158500583,ETABLISSEMENT PUBLIC DE LA REUNION DES MUSEES NATIONAUX ET DU GRAND PALAIS DES CHAMPS-ELYSEES,42159578600045,VULCAIN,2957063.0,2024-12-26,Appel d'offres ouvert,25.0,2,75,91,11.0,11.0
7938664430004712018MA2,12018MA2,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,30200446000010,CHARPENTE MENUISERIE ROUSSEAU (LES ESCALIERS TOUR DU BOIS),397474.66,2024-12-26,Procédure adaptée,23.0,4,44,49,52.0,52.0
7938664430004712020MA2,12020MA2,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,49754916200038,VENDEE FLUIDES ENERGIES,321572.66,2024-12-26,Procédure adaptée,15.0,4,44,85,52.0,52.0
7938664430004712020MA231,12020MA231,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,53214377300028,SARL FORCENERGIE,321572.66,2024-12-26,Procédure adaptée,15.0,1,44,44,52.0,52.0
7938664430004712020MA231,12020MA231,Travaux,45210000,79386644300047,LOIRE ATLANTIQUE DEVELOPPEMENT SPL,53496083600037,SONISO,321572.66,2024-12-26,Procédure adaptée,15.0,4,44,49,52.0,52.0
058201534000782024279LO,2024279LO,Travaux,45211000,5820153400078,LOGEMENT ET GESTION IMMOBILIERE POUR LA REGION DE L OUEST,42882992300013,ANCENIENNE DE SERRURERIE,68000.0,2024-12-24,Procédure adaptée,22.0,2,49,44,52.0,52.0
058201534000782024279LOT,2024279LOT,Travaux,45211000,5820153400078,LOGEMENT ET GESTION IMMOBILIERE POUR LA REGION DE L OUEST,86980158900027,REVETEMENTS ET PEINTURES DU PAYS DE RETZ,42000.0,2024-12-24,Procédure adaptée,22.0,3,49,44,52.0,52.0
058201534000782024279LOT0,2024279LOT0,Travaux,45211000,5820153400078,LOGEMENT ET GESTION IMMOBILIERE POUR LA REGION DE L OUEST,48520576900022,NOUVELLE SOCIETE D ASCENSEURS - NSA,51150.04,2024-12-24,Procédure adaptée,22.0,4,49,86,52.0,75.0
058201534000782024282LO,2024282LO,Travaux,45210000,5820153400078,LOGEMENT ET GESTION IMMOBILIERE POUR LA REGION DE L OUEST,41433678400023,GAY MENUISERIE,382436.0,2024-12-24,Marché passé sans publicité ni mise en concurrence préalable,20.0,3,49,49,52.0,52.0
058201534000782024282LOT,2024282LOT,Travaux,45210000,5820153400078,LOGEMENT ET GESTION IMMOBILIERE POUR LA REGION DE L OUEST,72202474200172,TK ELEVATOR FRANCE,33879.98,2024-12-24,Procédure adaptée,20.0,1,49,49,52.0,52.0
200039949000172024M24024013,2024M24024013,Travaux,45210000,20003994900017,CC RIVES DE MOSELLE,47904886000023,ENTREPRISE JEAN LEFEBVRE LORRAINE,1149853.88,2024-12-24,Procédure adaptée,12.0,4,57,57,44.0,44.0
2000405660001620242024M0412,20242024M0412,Travaux,45213230,20004056600016,COMMUNAUTE DE L'OUEST RHODANIEN,68378012600051,ENTREPRISE D'ELECTRICITE DUBOST-RECORBET,102000.0,2024-12-24,Appel d'offres ouvert,20.0,4,69,69,84.0,84.0
200057701000192024CRECHE02,2024CRECHE02,Travaux,45210000,20005770100019,COMMUNE DE BELLEVIGNY (MAIRIE),89019655300022,SERGE RATOUIT FLEURY MACONNERIE (SRFM),217934.88,2024-12-24,Procédure adaptée,12.0,3,85,85,52.0,52.0
20006541500016202233707,202233707,Travaux,45210000,20006541500016,COMMUNE DE LA HAGUE (MAIRIE),33917180300051,LAFOSSE,869958.75,2024-12-24,Procédure adaptée,19.0,1,50,50,28.0,28.0
200068567000112024C2409,2024C2409,Travaux,45212212,20006856700011,CC LES VALS DU DAUPHINE,43144155900033,BOREL DEBIEZ TP,36330.0,2024-12-24,Procédure adaptée,2.0,1,38,38,84.0,84.0
200072049000142411,2411,Travaux,45210000,20007204900014,CC DE CHARENTE LIMOUSINE,92185830400014,LAM CONSTRUCTION,35150.3,2024-12-24,Procédure adaptée,5.0,3,16,16,75.0,75.0
21110069800011202221099001,202221099001,Travaux,45212314,21110069800011,COMMUNE DE CARCASSONNE (MAIRIE),34536743700026,SAS VERMOREL,1693191.71,2024-12-24,Appel d'offres ouvert,32.0,6,11,12,76.0,76.0
21110069800011202221099002,202221099002,Travaux,45212314,21110069800011,COMMUNE DE CARCASSONNE (MAIRIE),30378993700032,CHEVRIN GELI,162880.06,2024-12-24,Appel d'offres ouvert,32.0,4,11,11,76.0,76.0
21110069800011202221099003,202221099003,Travaux,45212314,21110069800011,COMMUNE DE CARCASSONNE (MAIRIE),50888650400028,EN VERRE CONTRE TOUT,71733.16,2024-12-24,Appel d'offres ouvert,32.0,3,11,81,76.0,76.0
21110069800011202221099004,202221099004,Travaux,45212314,21110069800011,COMMUNE DE CARCASSONNE (MAIRIE),41440773400014,BERNARD QUEYREL,59828.16,2024-12-24,Appel d'offres ouvert,20.0,2,11,82,76.0,76.0
21130063700017202423T01206,202423T01206,Travaux,45214210,21130063700017,COMMUNE DE MIRAMAS (MAIRIE),50029760100014,SOCIETE GUERRA,570220.98,2024-12-24,Appel d'offres ouvert,20.0,1,13,13,93.0,93.0
213500960000172024T00016,2024T00016,Travaux,45212000,21350096000017,COMMUNE DE DOMAGNE (MAIRIE),45043789200034,MARSE CONSTRUCTION,41630.96,2024-12-24,Procédure adaptée,21.0,3,35,35,53.0,53.0
213500960000172024T00019,2024T00019,Travaux,45212000,21350096000017,COMMUNE DE DOMAGNE (MAIRIE),45126157200023,EURL ROGER MARSOLIER,171626.21,2024-12-24,Procédure adaptée,21.0,4,35,35,53.0,53.0
213500960000172024T00020,2024T00020,Travaux,45212000,21350096000017,COMMUNE DE DOMAGNE (MAIRIE),38219389400039,QUARK BATIMENTS,105000.0,2024-12-24,Procédure adaptée,21.0,2,35,35,53.0,53.0
213500960000172024T00022,2024T00022,Travaux,45212000,21350096000017,COMMUNE DE DOMAGNE (MAIRIE),32526726800036,CADEC,16221.71,2024-12-24,Procédure adaptée,21.0,2,35,35,53.0,53.0
213500960000172024T00025,2024T00025,Travaux,45210000,21350096000017,COMMUNE DE DOMAGNE (MAIRIE),40170491100015,ANDRE ET STEPHANE COYAC,74900.0,2024-12-24,Procédure adaptée,25.0,5,35,35,53.0,53.0
21370109700015202420244800,202420244800,Travaux,45215400,21370109700015,COMMUNE DE FONDETTES (MAIRIE),42004805000033,SEM POMPES FUNEBRES INTERCOMMUNALES DE L'AGGLOMERATION TOURANGELLE,39140.0,2024-12-24,Procédure adaptée,24.0,1,37,37,24.0,24.0
21380223400012202312-LOT09,202312-LOT09,Travaux,45210000,21380223400012,COMMUNE DE MAUBEC (MAIRIE),43355689100011,SOC CARRELAGE FAURE SOCAF,42045.77,2024-12-24,Procédure adaptée,12.0,6,38,38,84.0,84.0
213802770000152024-01,2024-01,Travaux,45210000,21380277000015,COMMUNE DE NOTRE DAME DE COMMIERS (MAIRIE),84371225800022,ATELIER QUATRE VINGT DIX,154123.86,2024-12-24,Procédure adaptée,24.0,1,38,38,84.0,84.0
21380314100018202323T931706,202323T931706,Travaux,45210000,21380314100018,COMMUNE DE PONTCHARRA (MAIRIE),79375175100033,AVANTAGES ECO ENERGIE,1345352.9,2024-12-24,Appel d'offres ouvert,20.0,2,38,69,84.0,84.0
21380314100018202323TEC09L7A01,202323TEC09L7A01,Travaux,45210000,21380314100018,COMMUNE DE PONTCHARRA (MAIRIE),45235898900021,MEANDRE CREATION (MEANDRE OGGI),764223.17,2024-12-24,Appel d'offres ouvert,20.0,2,38,38,84.0,84.0
21380314100018202323TEC09L7A01,202323TEC09L7A01,Travaux,45210000,21380314100018,COMMUNE DE PONTCHARRA (MAIRIE),88054623900026,JULIEN PERES FOUILLARD,764223.17,2024-12-24,Appel d'offres ouvert,20.0,2,38,38,84.0,84.0
21380314100018202323TEC09L7A01,202323TEC09L7A01,Travaux,45210000,21380314100018,COMMUNE DE PONTCHARRA (MAIRIE),53438671900023,P.B.F PLOMBIERS - MIROITIERS,764223.17,2024-12-24,Appel d'offres ouvert,20.0,2,38,38,84.0,84.0
2168015300001720252025-01,20252025-01,Travaux,45210000,21680153000017,COMMUNE DE ILLHAEUSERN (MAIRIE),32797707000033,SOC NOUVEL CONST GUERRA FRERES,48371.28,2024-12-24,Procédure adaptée,7.0,8,68,68,44.0,44.0
21690081100011202323_006M05,202323_006M05,Travaux,45214210,21690081100011,COMMUNE D ECULLY (MAIRIE),79314458500023,A.N TOITURE BARDAGE,1023478.66,2024-12-24,Appel d'offres ouvert,14.0,2,69,69,84.0,84.0
217400019000142024SDF2024-05,2024SDF2024-05,Travaux,45212100,21740001900014,COMMUNE D ABONDANCE (MAIRIE),82977608700019,BATI CHABLAIS,485842.2,2024-12-24,Procédure adaptée,14.0,6,74,74,84.0,84.0
21740276700016BP2024012,BP2024012,Travaux,45213316,21740276700016,COMMUNE DE TANINGES (MAIRIE),97795909700014,REVELON,23320.0,2024-12-24,Procédure adaptée,12.0,6,74,74,84.0,84.0
21740276700016BP2024TAN012,BP2024TAN012,Travaux,45213316,21740276700016,COMMUNE DE TANINGES (MAIRIE),67682013700336,NGE ROUTES,20667.0,2024-12-24,Procédure adaptée,12.0,2,74,38,84.0,84.0
21740276700016bp2024012,bp2024012,Travaux,45213316,21740276700016,COMMUNE DE TANINGES (MAIRIE),84054523000012,AMTP ET FILS,75739.0,2024-12-24,Procédure adaptée,12.0,6,74,74,84.0,84.0
2177027780001020240002,20240002,Travaux,45214200,21770277800010,COMMUNE MARLES EN BRIE (MAIRIE),53780763800029,V2M,154187.15,2024-12-24,Procédure adaptée,9.0,3,77,77,11.0,11.0
2177027780001020241ZJxzM6J6400,20241ZJxzM6J6400,Travaux,45214200,21770277800010,COMMUNE MARLES EN BRIE (MAIRIE),53780763800029,V2M,154187.15,2024-12-24,Procédure adaptée,9.0,9,77,77,11.0,11.0
217702778000102024TFliRYiKsS00,2024TFliRYiKsS00,Travaux,45214200,21770277800010,COMMUNE MARLES EN BRIE (MAIRIE),53780763800029,V2M,24296.5,2024-12-24,Procédure adaptée,9.0,9,77,77,11.0,11.0
217702778000102024dgRUvlUZUt00,2024dgRUvlUZUt00,Travaux,45214200,21770277800010,COMMUNE MARLES EN BRIE (MAIRIE),53780763800029,V2M,19900.0,2024-12-24,Procédure adaptée,9.0,9,77,77,11.0,11.0
21830129900010202323056,202323056,Travaux,45214200,21830129900010,COMMUNE DE SIX FOURS LES PLAGES (MAIRIE),05680065901187,SNEF,854666.6,2024-12-24,Appel d'offres ouvert,21.0,2,83,83,93.0,93.0
218708501000182025V4M45101,2025V4M45101,Travaux,45212200,21870850100018,COMMUNE DE LIMOGES (MAIRIE),53572012200014,ALBIZZATI PERE ET FILS,752775.68,2024-12-24,Procédure adaptée,6.0,6,87,90,75.0,27.0
